LAT,LON,YEAR,MO,DY,PRECTOT,T2M_RANGE,T2M_MAX,T2M_MIN,T2M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS10M
48.85661,2.34211,1998,01,14,    1.21,    7.59,   10.23,    2.63,    6.80,   12.04,    4.17,    7.87,    7.27
48.85661,2.34211,1998,01,15,    7.19,    6.49,    9.70,    3.21,    7.11,    9.52,    4.77,    4.74,    7.53
48.85661,2.34211,1998,01,16,    3.94,    5.02,    8.93,    3.91,    6.66,    7.45,    4.19,    3.26,    5.42
48.85661,2.34211,1998,01,17,    0.37,    2.46,    4.92,    2.46,    3.88,    5.50,    2.87,    2.64,    4.49
48.85661,2.34211,1998,01,18,    9.81,    7.71,    8.62,    0.91,    4.29,   11.76,    6.07,    5.68,    9.43
48.85661,2.34211,1998,01,19,    7.02,    8.32,    9.15,    0.83,    5.42,   10.52,    3.34,    7.17,    7.59
48.85661,2.34211,1998,01,20,    0.35,    4.63,    5.31,    0.67,    2.32,    9.29,    4.25,    5.05,    7.39
48.85661,2.34211,1998,01,21,    0.05,    7.78,    3.13,   -4.64,   -0.70,    4.28,    2.41,    1.87,    3.15
48.85661,2.34211,1998,01,22,    0.01,    7.21,    2.26,   -4.95,   -2.60,    4.54,    2.46,    2.07,    3.47
48.85661,2.34211,1998,01,23,    0.08,    6.83,    3.14,   -3.70,   -0.65,    6.28,    3.75,    2.53,    4.81
48.85661,2.34211,1998,01,24,    0.10,    5.79,    3.53,   -2.26,    0.37,    8.03,    4.59,    3.44,    6.36
48.85661,2.34211,1998,01,25,    0.12,    5.33,    2.17,   -3.17,   -0.53,    8.30,    4.61,    3.69,    6.97
48.85661,2.34211,1998,01,26,    0.00,    5.97,    1.37,   -4.60,   -2.68,    6.03,    3.20,    2.82,    4.58
48.85661,2.34211,1998,01,27,    0.02,    5.64,   -0.31,   -5.95,   -3.80,    5.21,    2.64,    2.57,    4.03
48.85661,2.34211,1998,01,28,    0.06,    6.90,    0.11,   -6.79,   -4.39,    3.68,    2.61,    1.08,    3.29
48.85661,2.34211,1998,01,29,    0.03,   10.49,    4.15,   -6.34,   -2.19,    4.45,    2.34,    2.11,    3.21
48.85661,2.34211,1998,01,30,    0.06,    7.28,    3.09,   -4.19,   -1.53,    3.90,    1.53,    2.36,    2.58
48.85661,2.34211,1998,01,31,    0.11,    9.46,    4.28,   -5.18,   -1.17,    6.13,    2.69,    3.44,    4.40
48.85661,2.34211,1998,02,01,    0.00,    7.92,    0.31,   -7.61,   -4.09,    4.71,    2.08,    2.63,    3.36
48.85661,2.34211,1998,02,02,    0.01,    8.96,    0.67,   -8.29,   -4.22,    2.49,    0.30,    2.19,    1.64
48.85661,2.34211,1998,02,03,    0.05,    7.36,    3.90,   -3.47,   -1.29,    4.38,    0.42,    3.96,    2.12
48.85661,2.34211,1998,02,04,    0.06,    9.37,    4.48,   -4.88,   -1.44,    4.73,    1.80,    2.93,    3.06
48.85661,2.34211,1998,02,05,    0.17,    8.11,    5.69,   -2.42,    0.76,    2.04,    0.24,    1.81,    1.26
48.85661,2.34211,1998,02,06,    0.04,    8.78,    6.75,   -2.03,    1.02,    3.25,    1.69,    1.56,    2.52
48.85661,2.34211,1998,02,07,    1.69,    8.78,    6.85,   -1.93,    0.81,    7.83,    2.78,    5.04,    4.56
48.85661,2.34211,1998,02,08,    0.13,    7.39,    5.85,   -1.54,    0.61,    4.16,    2.44,    1.72,    3.41
48.85661,2.34211,1998,02,09,    0.02,   10.37,    8.42,   -1.95,    1.67,    4.54,    2.53,    2.01,    3.61
48.85661,2.34211,1998,02,10,    0.08,    9.47,    9.28,   -0.20,    2.34,    4.38,    2.70,    1.68,    3.77
48.85661,2.34211,1998,02,11,    0.11,   12.51,   12.22,   -0.29,    3.74,    3.98,    2.31,    1.67,    3.32
48.85661,2.34211,1998,02,12,    0.10,   11.48,   12.77,    1.29,    5.42,    3.95,    1.91,    2.04,    3.15
48.85661,2.34211,1998,02,13,    0.07,   12.37,   14.53,    2.16,    6.19,    3.38,    1.59,    1.79,    2.27
48.85661,2.34211,1998,02,14,    0.04,   15.88,   16.04,    0.16,    6.98,    3.29,    1.22,    2.07,    2.31
48.85661,2.34211,1998,02,15,    0.08,   13.67,   15.85,    2.18,    7.71,    4.73,    2.25,    2.47,    3.34
48.85661,2.34211,1998,02,16,    0.07,    7.29,   13.08,    5.79,    8.27,    7.83,    4.39,    3.44,    5.79
48.85661,2.34211,1998,02,17,    0.03,   10.02,   10.14,    0.12,    5.82,    5.31,    1.28,    4.03,    3.43
48.85661,2.34211,1998,02,18,    0.04,   13.58,   12.30,   -1.28,    4.25,    5.19,    2.65,    2.54,    3.94
48.85661,2.34211,1998,02,19,    0.10,   10.90,   13.47,    2.57,    6.80,    4.29,    1.87,    2.41,    3.33
48.85661,2.34211,1998,02,20,    0.12,   12.32,   15.56,    3.24,    8.39,    5.44,    3.33,    2.11,    4.53
48.85661,2.34211,1998,02,21,    1.31,    4.43,   10.67,    6.25,    8.07,    8.30,    4.35,    3.95,    5.99
48.85661,2.34211,1998,02,22,    2.26,    6.99,    8.84,    1.84,    5.87,    5.60,    3.67,    1.93,    4.59
48.85661,2.34211,1998,02,23,    0.33,    8.82,   10.65,    1.83,    5.50,    4.80,    2.21,    2.59,    3.37
48.85661,2.34211,1998,02,24,    0.40,    7.58,   12.77,    5.19,    8.58,    4.05,    2.10,    1.94,    2.83
48.85661,2.34211,1998,02,25,    0.22,    4.84,   11.97,    7.13,    8.89,    3.51,    1.78,    1.73,    2.70
48.85661,2.34211,1998,02,26,    0.19,    3.88,   11.17,    7.28,    8.87,    2.29,    0.12,    2.17,    1.21
48.85661,2.34211,1998,02,27,    0.57,    3.96,   10.47,    6.51,    8.17,    7.99,    2.85,    5.13,    5.83
48.85661,2.34211,1998,02,28,    0.96,    7.94,    9.83,    1.89,    6.40,    8.97,    3.29,    5.68,    6.80
48.85661,2.34211,1998,03,01,    0.27,   10.42,    9.33,   -1.09,    4.61,    7.93,    3.34,    4.59,    5.24
48.85661,2.34211,1998,03,02,    0.20,    7.79,   12.26,    4.47,    7.38,    7.34,    4.42,    2.92,    6.14
48.85661,2.34211,1998,03,03,    0.53,    9.75,   14.50,    4.75,    9.77,   12.34,    7.67,    4.67,   10.08
48.85661,2.34211,1998,03,04,    5.76,   10.98,   16.72,    5.73,   11.21,   14.87,    4.68,   10.19,   10.20
48.85661,2.34211,1998,03,05,    0.17,    7.17,   11.90,    4.73,    7.28,   10.21,    3.90,    6.31,    7.82
48.85661,2.34211,1998,03,06,    1.93,    8.86,   13.23,    4.37,    8.33,   10.27,    5.26,    5.01,    7.89
48.85661,2.34211,1998,03,07,    3.90,    6.34,   14.66,    8.32,   10.41,   12.24,    8.16,    4.09,    9.86
48.85661,2.34211,1998,03,08,    1.59,    8.07,   10.99,    2.93,    7.89,    9.86,    4.10,    5.77,    5.97
48.85661,2.34211,1998,03,09,    0.00,   11.04,    7.95,   -3.10,    1.91,    7.02,    2.24,    4.78,    4.64
48.85661,2.34211,1998,03,10,    0.58,   12.27,    8.45,   -3.83,    2.55,    7.14,    2.53,    4.61,    4.87
48.85661,2.34211,1998,03,11,    4.10,    7.26,    9.05,    1.80,    4.69,    9.47,    2.58,    6.89,    6.94
48.85661,2.34211,1998,03,12,    0.14,    9.15,    7.86,   -1.29,    3.66,    8.30,    2.67,    5.63,    5.97
48.85661,2.34211,1998,03,13,    0.17,   10.77,    9.16,   -1.61,    3.74,    3.81,    0.59,    3.22,    2.36
48.85661,2.34211,1998,03,14,    0.21,    9.33,   12.46,    3.13,    7.23,    4.08,    1.68,    2.41,    2.80
48.85661,2.34211,1998,03,15,    0.14,    9.21,   12.02,    2.81,    7.03,    4.45,    2.72,    1.73,    3.54
48.85661,2.34211,1998,03,16,    0.13,    5.43,   11.45,    6.02,    8.32,    2.45,    1.14,    1.30,    1.80
48.85661,2.34211,1998,03,17,    0.12,    8.39,   13.14,    4.75,    8.38,    3.58,    1.62,    1.96,    2.46
48.85661,2.34211,1998,03,18,    0.08,    9.04,   13.41,    4.37,    8.48,    3.14,    1.61,    1.53,    2.45
48.85661,2.34211,1998,03,19,    0.01,   11.12,   13.66,    2.53,    7.94,    4.73,    2.18,    2.55,    3.28
48.85661,2.34211,1998,03,20,    0.01,   13.33,   13.23,   -0.10,    6.62,    4.68,    2.42,    2.26,    3.49
48.85661,2.34211,1998,03,21,    0.20,    8.60,   12.25,    3.64,    7.89,    7.03,    3.72,    3.31,    5.19
48.85661,2.34211,1998,03,22,    0.02,   10.56,   12.11,    1.55,    6.24,    6.36,    3.44,    2.92,    4.68
48.85661,2.34211,1998,03,23,    0.51,   11.12,   11.12,    0.00,    6.24,    7.68,    3.74,    3.95,    5.62
48.85661,2.34211,1998,03,24,    0.00,   12.97,    8.84,   -4.12,    2.61,    4.13,    1.84,    2.29,    3.06
48.85661,2.34211,1998,03,25,    0.02,   13.59,   10.84,   -2.75,    4.30,    3.21,    1.32,    1.89,    2.30
48.85661,2.34211,1998,03,26,    2.71,   11.23,   11.68,    0.46,    5.94,    5.43,    2.58,    2.85,    4.10
48.85661,2.34211,1998,03,27,    0.91,    8.84,   15.44,    6.60,    9.59,    4.74,    1.83,    2.91,    3.51
48.85661,2.34211,1998,03,28,    0.03,    9.42,   15.56,    6.14,   10.36,    4.66,    2.17,    2.49,    3.45
48.85661,2.34211,1998,03,29,    0.03,   13.79,   21.41,    7.62,   14.07,    5.07,    2.21,    2.86,    3.43
48.85661,2.34211,1998,03,30,    0.31,    7.26,   16.60,    9.34,   12.60,    4.37,    1.45,    2.92,    3.12
48.85661,2.34211,1998,03,31,    0.33,   11.28,   20.35,    9.08,   13.75,    4.37,    0.55,    3.81,    2.69
48.85661,2.34211,1998,04,01,    0.87,    8.22,   17.05,    8.83,   12.59,    6.45,    2.94,    3.51,    4.72
48.85661,2.34211,1998,04,02,   11.90,    6.27,   15.18,    8.91,   11.12,    9.54,    3.69,    5.85,    5.77
48.85661,2.34211,1998,04,03,   10.45,    6.00,   13.05,    7.04,   10.98,    9.38,    8.01,    1.38,    8.78
48.85661,2.34211,1998,04,04,    4.83,    6.82,   13.49,    6.68,    9.63,   13.61,    7.03,    6.58,   10.85
48.85661,2.34211,1998,04,05,    3.60,    7.70,   13.06,    5.36,    8.93,    9.37,    5.71,    3.66,    7.39
48.85661,2.34211,1998,04,06,    3.70,    7.42,   12.23,    4.81,    8.12,    7.30,    2.80,    4.50,    5.42
48.85661,2.34211,1998,04,07,   15.01,    5.19,    9.80,    4.61,    6.64,    8.60,    2.66,    5.94,    4.74
48.85661,2.34211,1998,04,08,    1.78,    7.32,   11.55,    4.24,    7.31,    4.92,    1.77,    3.14,    3.46
48.85661,2.34211,1998,04,09,    4.60,    6.33,   10.79,    4.45,    6.89,    5.95,    3.09,    2.87,    4.72
48.85661,2.34211,1998,04,10,    2.22,    6.31,   10.35,    4.04,    6.57,    4.26,    1.55,    2.71,    3.09
48.85661,2.34211,1998,04,11,    2.99,    7.67,    9.89,    2.22,    5.59,    4.69,    1.64,    3.06,    3.20
48.85661,2.34211,1998,04,12,    2.82,    6.87,    6.57,   -0.30,    3.65,    6.73,    2.33,    4.39,    4.46
48.85661,2.34211,1998,04,13,    0.38,   10.36,    7.65,   -2.70,    2.82,    4.91,    2.26,    2.65,    3.28
48.85661,2.34211,1998,04,14,    1.60,   10.61,    9.72,   -0.89,    4.51,    5.96,    3.00,    2.96,    4.58
48.85661,2.34211,1998,04,15,    7.36,    4.56,    8.26,    3.70,    5.42,    9.19,    5.72,    3.47,    7.13
48.85661,2.34211,1998,04,16,    5.43,    8.31,   10.23,    1.92,    5.68,    8.54,    4.95,    3.59,    6.73
48.85661,2.34211,1998,04,17,   12.79,    3.40,    8.04,    4.64,    6.24,    8.98,    0.51,    8.47,    5.28
48.85661,2.34211,1998,04,18,    0.77,    7.58,   10.63,    3.05,    6.56,    8.11,    2.31,    5.80,    5.93
48.85661,2.34211,1998,04,19,    3.80,   11.42,   12.72,    1.30,    7.17,    6.03,    2.36,    3.67,    3.99
48.85661,2.34211,1998,04,20,    1.98,    7.98,   14.82,    6.84,   10.14,    5.85,    1.92,    3.94,    4.43
48.85661,2.34211,1998,04,21,    0.07,   11.90,   16.47,    4.57,   10.62,    3.65,    1.59,    2.06,    2.65
48.85661,2.34211,1998,04,22,    0.05,   14.25,   22.48,    8.24,   14.90,    6.85,    2.47,    4.38,    4.50
48.85661,2.34211,1998,04,23,    0.42,    8.96,   18.01,    9.06,   13.13,    9.68,    2.45,    7.23,    6.22
48.85661,2.34211,1998,04,24,    0.30,    9.19,   17.48,    8.29,   12.69,    6.27,    4.72,    1.55,    5.55
48.85661,2.34211,1998,04,25,    5.27,    3.52,   14.86,   11.34,   12.92,    7.81,    3.46,    4.34,    6.03
48.85661,2.34211,1998,04,26,    5.22,    4.60,   13.14,    8.54,   10.47,    2.92,    1.23,    1.69,    2.14
48.85661,2.34211,1998,04,27,    6.75,    5.08,   11.50,    6.42,    9.15,    4.02,    0.53,    3.49,    2.14
48.85661,2.34211,1998,04,28,    2.22,    8.51,   13.57,    5.06,    9.00,    3.55,    1.39,    2.15,    2.56
48.85661,2.34211,1998,04,29,    1.03,   11.22,   15.61,    4.39,   10.03,    6.39,    1.14,    5.25,    4.03
48.85661,2.34211,1998,04,30,    0.91,   11.05,   18.52,    7.47,   12.45,    6.92,    2.24,    4.68,    5.08
48.85661,2.34211,1998,05,01,    0.81,    5.81,   13.91,    8.09,   10.58,    6.19,    3.65,    2.54,    4.98
48.85661,2.34211,1998,05,02,    3.27,    5.16,   12.39,    7.23,    9.94,    6.66,    2.26,    4.41,    4.08
48.85661,2.34211,1998,05,03,    0.52,    8.73,   14.83,    6.10,    9.69,    7.88,    6.08,    1.80,    6.98
48.85661,2.34211,1998,05,04,    0.01,   10.96,   15.25,    4.29,    9.18,    7.28,    3.19,    4.09,    5.84
48.85661,2.34211,1998,05,05,    0.32,   12.39,   15.66,    3.26,   10.24,    5.80,    2.08,    3.72,    3.74
48.85661,2.34211,1998,05,06,    0.31,    8.09,   15.93,    7.84,   11.93,    8.25,    4.49,    3.76,    6.33
48.85661,2.34211,1998,05,07,    0.06,    9.48,   17.96,    8.47,   12.70,    5.49,    2.03,    3.46,    4.35
48.85661,2.34211,1998,05,08,    0.01,   16.44,   24.00,    7.57,   16.14,    4.93,    2.73,    2.20,    3.99
48.85661,2.34211,1998,05,09,    0.04,   13.39,   23.96,   10.58,   17.65,    5.06,    0.98,    4.08,    3.39
48.85661,2.34211,1998,05,10,    0.00,   15.36,   25.91,   10.55,   18.51,    5.57,    2.64,    2.93,    3.72
48.85661,2.34211,1998,05,11,    0.01,   14.21,   26.26,   12.06,   19.95,    4.75,    0.96,    3.79,    2.75
48.85661,2.34211,1998,05,12,    0.12,   11.89,   27.10,   15.21,   21.65,    3.09,    0.30,    2.79,    1.50
48.85661,2.34211,1998,05,13,    0.06,   12.77,   28.21,   15.44,   22.03,    2.54,    0.69,    1.85,    1.53
48.85661,2.34211,1998,05,14,    1.10,   10.91,   25.63,   14.72,   20.49,    4.46,    1.95,    2.51,    3.15
48.85661,2.34211,1998,05,15,    0.01,   11.91,   24.87,   12.96,   18.73,    5.40,    2.86,    2.54,    4.00
48.85661,2.34211,1998,05,16,    0.00,   13.59,   23.06,    9.47,   16.74,    5.87,    2.67,    3.20,    4.11
48.85661,2.34211,1998,05,17,    0.00,   13.81,   22.44,    8.63,   15.99,    5.28,    2.50,    2.78,    3.78
48.85661,2.34211,1998,05,18,    0.00,   13.46,   23.00,    9.54,   16.64,    4.85,    2.05,    2.81,    3.36
48.85661,2.34211,1998,05,19,    0.00,   14.59,   24.13,    9.54,   17.49,    4.99,    2.43,    2.56,    3.82
48.85661,2.34211,1998,05,20,    0.01,   13.05,   23.24,   10.19,   16.99,    5.39,    3.28,    2.11,    4.37
48.85661,2.34211,1998,05,21,    0.40,   12.67,   22.27,    9.60,   15.77,    6.56,    2.48,    4.08,    4.72
48.85661,2.34211,1998,05,22,    0.00,   10.65,   17.46,    6.81,   11.95,    6.14,    3.47,    2.67,    5.03
48.85661,2.34211,1998,05,23,    0.01,   14.26,   18.77,    4.51,   12.30,    4.62,    2.43,    2.19,    3.75
48.85661,2.34211,1998,05,24,    0.54,   10.17,   19.01,    8.84,   14.11,    4.74,    1.68,    3.06,    3.05
48.85661,2.34211,1998,05,25,    0.33,    9.69,   18.86,    9.17,   14.40,    5.26,    1.81,    3.45,    3.10
48.85661,2.34211,1998,05,26,    2.17,    8.78,   18.01,    9.23,   14.10,    5.16,    1.89,    3.26,    3.34
48.85661,2.34211,1998,05,27,    6.22,    7.16,   17.01,    9.85,   13.16,    5.31,    1.40,    3.91,    3.59
48.85661,2.34211,1998,05,28,    3.17,    6.79,   15.55,    8.75,   12.54,    3.06,    1.71,    1.35,    2.55
48.85661,2.34211,1998,05,29,    0.49,   11.67,   19.29,    7.62,   14.07,    3.67,    1.25,    2.43,    2.97
48.85661,2.34211,1998,05,30,    2.50,   13.76,   23.27,    9.51,   16.86,    6.99,    2.03,    4.96,    4.73
48.85661,2.34211,1998,05,31,    1.11,    7.14,   16.70,    9.56,   13.38,    4.37,    2.19,    2.18,    3.22
48.85661,2.34211,1998,06,01,    1.23,   13.98,   21.27,    7.29,   15.59,    5.44,    2.03,    3.41,    3.57
48.85661,2.34211,1998,06,02,    2.31,    9.55,   21.63,   12.09,   17.27,    8.22,    3.82,    4.40,    6.15
48.85661,2.34211,1998,06,03,    0.27,   10.97,   20.77,    9.80,   15.73,    7.89,    2.56,    5.34,    5.37
48.85661,2.34211,1998,06,04,    0.01,   12.06,   22.81,   10.75,   16.99,    5.08,    0.84,    4.24,    2.35
48.85661,2.34211,1998,06,05,    5.09,   12.23,   25.17,   12.94,   19.60,    4.85,    0.47,    4.37,    3.13
48.85661,2.34211,1998,06,06,    6.22,    8.91,   25.86,   16.95,   20.63,    5.89,    2.20,    3.69,    3.42
48.85661,2.34211,1998,06,07,    1.23,    7.91,   20.81,   12.90,   16.75,    7.51,    2.97,    4.54,    5.04
48.85661,2.34211,1998,06,08,    0.40,   11.01,   20.42,    9.41,   15.32,    6.34,    3.05,    3.29,    4.84
48.85661,2.34211,1998,06,09,    1.79,   10.28,   23.61,   13.33,   18.11,    8.94,    5.11,    3.83,    7.27
48.85661,2.34211,1998,06,10,    3.23,    8.41,   19.72,   11.31,   15.81,    8.70,    4.65,    4.05,    6.32
48.85661,2.34211,1998,06,11,    5.39,    6.88,   16.08,    9.19,   12.52,    9.08,    4.62,    4.45,    6.76
48.85661,2.34211,1998,06,12,    1.16,    9.81,   16.68,    6.87,   12.03,    8.85,    0.69,    8.16,    5.55
48.85661,2.34211,1998,06,13,    5.49,   11.14,   17.60,    6.46,   12.62,    8.66,    0.90,    7.76,    5.30
48.85661,2.34211,1998,06,14,    5.34,    8.98,   18.62,    9.64,   14.08,    7.12,    3.24,    3.87,    5.20
48.85661,2.34211,1998,06,15,    3.63,    8.36,   17.64,    9.27,   13.67,    4.98,    2.92,    2.06,    4.11
48.85661,2.34211,1998,06,16,    0.83,    9.40,   18.18,    8.77,   13.40,    6.70,    2.80,    3.90,    5.02
48.85661,2.34211,1998,06,17,    0.03,   12.25,   20.02,    7.77,   14.78,    4.26,    0.78,    3.48,    2.90
48.85661,2.34211,1998,06,18,    0.04,   11.38,   23.63,   12.25,   17.88,    4.35,    0.62,    3.73,    2.41
48.85661,2.34211,1998,06,19,    0.00,   13.93,   25.78,   11.85,   19.74,    3.02,    1.73,    1.29,    2.22
48.85661,2.34211,1998,06,20,    0.00,   15.11,   29.68,   14.58,   22.73,    5.87,    2.92,    2.95,    4.16
48.85661,2.34211,1998,06,21,    0.04,   12.73,   26.76,   14.03,   21.67,    5.37,    3.20,    2.17,    4.37
48.85661,2.34211,1998,06,22,    0.02,   11.59,   22.68,   11.09,   17.16,    4.91,    2.22,    2.69,    3.67
48.85661,2.34211,1998,06,23,    0.01,   12.84,   24.18,   11.34,   18.41,    3.88,    0.55,    3.33,    2.38
48.85661,2.34211,1998,06,24,    0.00,   14.45,   27.87,   13.43,   21.36,    3.96,    2.24,    1.72,    3.24
48.85661,2.34211,1998,06,25,    0.24,    8.45,   22.58,   14.13,   18.27,    6.00,    1.44,    4.56,    4.07
48.85661,2.34211,1998,06,26,    0.07,    9.57,   22.68,   13.11,   17.95,    5.51,    0.36,    5.15,    3.37
48.85661,2.34211,1998,06,27,    2.67,    9.41,   21.77,   12.35,   16.72,    7.88,    2.02,    5.87,    4.94
48.85661,2.34211,1998,06,28,    0.13,   11.26,   21.53,   10.27,   16.33,    5.65,    2.27,    3.38,    4.28
48.85661,2.34211,1998,06,29,    0.01,   11.29,   22.59,   11.30,   16.85,    4.46,    1.85,    2.61,    3.23
48.85661,2.34211,1998,06,30,    2.18,    9.52,   20.98,   11.46,   15.94,    7.09,    1.03,    6.06,    4.04
48.85661,2.34211,1998,07,01,    2.46,    8.97,   21.36,   12.39,   16.55,    6.66,    1.75,    4.91,    4.24
48.85661,2.34211,1998,07,02,    2.86,    7.96,   20.41,   12.45,   15.94,    6.49,    4.25,    2.24,    5.39
48.85661,2.34211,1998,07,03,    0.10,   11.25,   21.79,   10.53,   16.26,    6.47,    3.00,    3.47,    5.10
48.85661,2.34211,1998,07,04,    0.02,   15.24,   23.36,    8.12,   16.45,    4.07,    1.24,    2.82,    2.64
48.85661,2.34211,1998,07,05,    0.19,   11.64,   22.24,   10.60,   16.66,    5.26,    2.14,    3.12,    3.67
48.85661,2.34211,1998,07,06,    0.30,    9.44,   22.36,   12.93,   17.52,    3.27,    2.14,    1.13,    2.52
48.85661,2.34211,1998,07,07,    0.76,    8.80,   19.68,   10.88,   15.65,    6.02,    2.14,    3.88,    3.95
48.85661,2.34211,1998,07,08,    0.27,   11.72,   22.10,   10.39,   16.25,    6.26,    2.50,    3.76,    3.73
48.85661,2.34211,1998,07,09,    1.23,    9.16,   20.35,   11.19,   16.24,    5.87,    2.57,    3.30,    4.37
48.85661,2.34211,1998,07,10,    1.17,    9.06,   22.64,   13.58,   18.09,    6.13,    2.80,    3.33,    4.67
48.85661,2.34211,1998,07,11,    1.05,    8.62,   22.89,   14.26,   18.41,    8.14,    3.07,    5.06,    6.09
48.85661,2.34211,1998,07,12,    0.20,   11.10,   26.66,   15.56,   20.66,    9.87,    7.27,    2.60,    8.52
48.85661,2.34211,1998,07,13,    8.85,    9.68,   20.57,   10.90,   16.44,    7.79,    3.71,    4.08,    5.48
48.85661,2.34211,1998,07,14,    0.08,   12.12,   21.27,    9.15,   15.38,    6.21,    2.61,    3.60,    4.67
48.85661,2.34211,1998,07,15,    0.36,   10.65,   20.70,   10.05,   15.88,    6.13,    1.98,    4.15,    4.21
48.85661,2.34211,1998,07,16,    6.79,    9.32,   21.89,   12.57,   16.63,    7.11,    2.38,    4.73,    4.38
48.85661,2.34211,1998,07,17,    1.21,    9.39,   22.73,   13.34,   17.59,    8.66,    2.60,    6.06,    5.42
48.85661,2.34211,1998,07,18,    0.28,   10.55,   22.69,   12.14,   17.35,    5.77,    1.67,    4.10,    3.69
48.85661,2.34211,1998,07,19,    0.01,   15.81,   27.80,   11.99,   20.64,    3.29,    1.39,    1.90,    2.59
48.85661,2.34211,1998,07,20,    0.08,   14.79,   31.96,   17.17,   24.73,    6.32,    2.46,    3.86,    3.75
48.85661,2.34211,1998,07,21,    4.24,   10.48,   23.91,   13.43,   19.46,    8.18,    2.42,    5.76,    5.62
48.85661,2.34211,1998,07,22,    0.01,   14.02,   24.87,   10.85,   18.54,    4.25,    1.84,    2.41,    3.04
48.85661,2.34211,1998,07,23,    1.59,    7.25,   21.60,   14.34,   18.16,    6.23,    1.84,    4.39,    3.93
48.85661,2.34211,1998,07,24,    0.13,   12.38,   24.40,   12.03,   18.03,    5.33,    2.04,    3.29,    3.22
48.85661,2.34211,1998,07,25,    0.04,   13.78,   23.68,    9.90,   17.36,    4.17,    2.30,    1.87,    3.35
48.85661,2.34211,1998,07,26,    0.00,   13.14,   23.89,   10.76,   17.72,    2.87,    0.57,    2.30,    1.76
48.85661,2.34211,1998,07,27,    0.80,   12.66,   25.04,   12.38,   18.44,    4.60,    1.79,    2.81,    3.20
48.85661,2.34211,1998,07,28,    2.00,    8.99,   21.40,   12.41,   16.95,    6.17,    2.70,    3.47,    4.55
48.85661,2.34211,1998,07,29,    0.79,    9.71,   24.27,   14.56,   18.91,    8.44,    4.50,    3.94,    6.53
48.85661,2.34211,1998,07,30,    0.27,   10.60,   22.67,   12.07,   17.06,    7.08,    3.37,    3.71,    5.35
48.85661,2.34211,1998,07,31,    0.05,   12.65,   23.15,   10.50,   17.14,    4.76,    2.30,    2.46,    3.61
48.85661,2.34211,1998,08,01,    1.69,    9.61,   21.82,   12.21,   16.74,    3.06,    1.39,    1.67,    2.05
48.85661,2.34211,1998,08,02,    4.96,   10.82,   21.77,   10.95,   16.66,    3.13,    1.72,    1.41,    2.46
48.85661,2.34211,1998,08,03,    0.17,   13.73,   24.31,   10.58,   18.14,    3.96,    2.05,    1.91,    2.71
48.85661,2.34211,1998,08,04,    0.47,   13.03,   25.40,   12.36,   19.08,    6.24,    2.89,    3.35,    4.43
48.85661,2.34211,1998,08,05,    0.04,   15.74,   25.98,   10.23,   18.47,    3.96,    1.52,    2.44,    2.65
48.85661,2.34211,1998,08,06,    0.01,   16.55,   27.26,   10.71,   19.18,    3.16,    0.58,    2.58,    2.15
48.85661,2.34211,1998,08,07,    0.00,   18.95,   30.25,   11.31,   21.17,    3.37,    0.49,    2.88,    2.18
48.85661,2.34211,1998,08,08,    0.00,   18.52,   33.80,   15.28,   24.84,    3.19,    0.68,    2.52,    2.25
48.85661,2.34211,1998,08,09,    0.00,   17.14,   34.50,   17.36,   25.87,    3.30,    0.68,    2.62,    2.38
48.85661,2.34211,1998,08,10,    0.00,   17.46,   35.53,   18.07,   26.60,    2.98,    1.55,    1.43,    2.34
48.85661,2.34211,1998,08,11,    0.00,   18.51,   35.89,   17.38,   26.18,    4.41,    1.21,    3.19,    2.78
48.85661,2.34211,1998,08,12,    0.01,   13.04,   27.43,   14.38,   20.91,    6.06,    3.20,    2.86,    4.54
48.85661,2.34211,1998,08,13,    0.03,   11.29,   23.28,   11.99,   17.86,    5.16,    2.18,    2.99,    3.82
48.85661,2.34211,1998,08,14,    0.01,   15.35,   27.14,   11.79,   20.23,    1.84,    0.40,    1.45,    0.99
48.85661,2.34211,1998,08,15,    0.01,   13.92,   29.36,   15.44,   22.38,    5.28,    1.08,    4.20,    2.88
48.85661,2.34211,1998,08,16,    0.04,   15.20,   28.81,   13.61,   20.90,    4.02,    1.49,    2.53,    3.16
48.85661,2.34211,1998,08,17,    0.01,   16.51,   28.93,   12.41,   20.30,    4.54,    1.86,    2.68,    3.13
48.85661,2.34211,1998,08,18,    0.23,   13.03,   26.41,   13.38,   19.92,    5.71,    1.57,    4.14,    3.17
48.85661,2.34211,1998,08,19,    0.01,   13.14,   26.29,   13.15,   19.47,    3.35,    2.20,    1.15,    2.78
48.85661,2.34211,1998,08,20,    0.01,   14.90,   26.50,   11.60,   19.36,    6.22,    1.45,    4.77,    3.79
48.85661,2.34211,1998,08,21,    2.80,    8.83,   23.45,   14.62,   18.22,   11.18,    5.68,    5.50,    8.45
48.85661,2.34211,1998,08,22,    5.67,    7.78,   19.18,   11.40,   15.74,    6.41,    2.71,    3.70,    4.75
48.85661,2.34211,1998,08,23,    1.63,   14.22,   23.88,    9.67,   17.47,    8.19,    2.10,    6.09,    4.56
48.85661,2.34211,1998,08,24,    3.16,    9.69,   21.60,   11.91,   16.96,    8.59,    1.99,    6.60,    6.20
