LAT,LON,YEAR,MO,DY,PRECTOT,T2M_RANGE,T2M_MAX,T2M_MIN,T2M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS10M
48.85661,2.34211,1982,01,01,    1.91,    2.84,    6.98,    4.15,    5.42,    6.82,    3.03,    3.78,    5.04
48.85661,2.34211,1982,01,02,    6.17,    6.74,    9.41,    2.66,    5.91,    6.89,    3.87,    3.02,    5.63
48.85661,2.34211,1982,01,03,    0.51,    4.34,    9.39,    5.05,    6.88,    7.31,    4.28,    3.03,    5.48
48.85661,2.34211,1982,01,04,    3.83,    4.50,   12.09,    7.59,    9.13,    9.72,    6.65,    3.07,    8.06
48.85661,2.34211,1982,01,05,   10.76,    2.96,   10.73,    7.76,    9.25,   12.12,    5.77,    6.36,    8.34
48.85661,2.34211,1982,01,06,    3.73,   11.69,    8.16,   -3.53,    2.29,    7.88,    3.86,    4.03,    6.32
48.85661,2.34211,1982,01,07,    1.04,    2.94,   -2.29,   -5.23,   -3.72,    7.99,    5.06,    2.93,    6.58
48.85661,2.34211,1982,01,08,    9.93,    6.92,    3.09,   -3.83,   -1.11,    8.65,    1.66,    6.99,    5.25
48.85661,2.34211,1982,01,09,    9.77,    5.55,    2.77,   -2.78,    0.28,    5.50,    1.13,    4.37,    3.24
48.85661,2.34211,1982,01,10,   17.68,    2.98,   -0.25,   -3.23,   -2.45,    6.03,    3.54,    2.49,    5.22
48.85661,2.34211,1982,01,11,    4.42,   10.10,    1.00,   -9.10,   -2.10,    5.81,    0.44,    5.38,    3.64
48.85661,2.34211,1982,01,12,    0.01,    9.44,   -2.50,  -11.94,   -7.87,    7.40,    5.83,    1.58,    6.30
48.85661,2.34211,1982,01,13,    0.03,    7.67,   -7.59,  -15.25,  -12.19,    5.69,    3.77,    1.92,    4.99
48.85661,2.34211,1982,01,14,    0.14,   11.83,   -4.28,  -16.11,  -10.33,    4.14,    2.66,    1.48,    3.25
48.85661,2.34211,1982,01,15,    0.47,    6.70,    2.63,   -4.07,    0.69,    5.56,    3.96,    1.60,    4.51
48.85661,2.34211,1982,01,16,    0.90,    4.79,    5.91,    1.12,    3.04,    6.26,    3.86,    2.40,    5.22
48.85661,2.34211,1982,01,17,    0.07,    6.51,    7.83,    1.32,    3.25,    3.61,    2.06,    1.55,    3.11
48.85661,2.34211,1982,01,18,    0.15,    7.24,    7.59,    0.35,    3.48,    4.70,    2.55,    2.15,    3.55
48.85661,2.34211,1982,01,19,    0.29,    6.76,    9.48,    2.72,    5.11,    4.52,    2.75,    1.77,    3.77
48.85661,2.34211,1982,01,20,    2.92,    4.99,    8.19,    3.20,    5.02,    3.22,    2.06,    1.16,    2.51
48.85661,2.34211,1982,01,21,    1.89,    5.32,    8.21,    2.89,    5.48,    3.20,    0.18,    3.02,    1.91
48.85661,2.34211,1982,01,22,    5.83,    5.42,    6.67,    1.25,    3.93,    4.70,    2.58,    2.12,    3.81
48.85661,2.34211,1982,01,23,    4.50,    6.12,    6.29,    0.18,    2.84,    7.22,    2.74,    4.48,    4.93
48.85661,2.34211,1982,01,24,    0.40,    4.98,    3.80,   -1.18,    0.70,    3.90,    0.36,    3.54,    1.98
48.85661,2.34211,1982,01,25,    3.64,    4.72,    2.14,   -2.57,    0.03,    5.35,    0.84,    4.51,    3.65
48.85661,2.34211,1982,01,26,    5.96,    5.80,    8.27,    2.47,    4.68,   10.35,    4.31,    6.04,    6.61
48.85661,2.34211,1982,01,27,    3.38,    4.53,    4.76,    0.24,    3.27,   11.06,    5.29,    5.77,    8.21
48.85661,2.34211,1982,01,28,    0.30,    7.28,    4.99,   -2.28,    1.64,    6.64,    2.16,    4.49,    4.71
48.85661,2.34211,1982,01,29,    1.19,    5.65,    9.95,    4.30,    7.03,    7.50,    5.34,    2.16,    6.48
48.85661,2.34211,1982,01,30,    0.69,    2.61,    8.91,    6.30,    7.55,    7.54,    5.87,    1.67,    6.47
48.85661,2.34211,1982,01,31,    0.25,    3.45,    9.22,    5.77,    6.87,    5.72,    2.24,    3.49,    4.24
48.85661,2.34211,1982,02,01,    0.15,    9.81,    9.44,   -0.36,    5.01,    3.64,    1.81,    1.83,    2.76
48.85661,2.34211,1982,02,02,    0.03,    9.64,    6.53,   -3.12,    1.02,    6.46,    3.29,    3.17,    4.70
48.85661,2.34211,1982,02,03,    0.11,    8.40,    9.52,    1.12,    4.60,    5.37,    2.99,    2.38,    4.65
48.85661,2.34211,1982,02,04,    0.14,    7.14,   11.75,    4.61,    7.31,    5.47,    3.60,    1.87,    4.30
48.85661,2.34211,1982,02,05,    0.03,    6.66,   11.64,    4.98,    7.47,    6.07,    3.64,    2.43,    5.04
48.85661,2.34211,1982,02,06,    2.52,    5.69,   11.37,    5.68,    7.42,    5.94,    2.36,    3.57,    3.95
48.85661,2.34211,1982,02,07,    0.75,    5.53,   10.09,    4.56,    7.19,    4.68,    2.21,    2.46,    3.42
48.85661,2.34211,1982,02,08,    1.16,    6.19,    9.16,    2.96,    6.33,    5.51,    2.45,    3.05,    4.14
48.85661,2.34211,1982,02,09,    0.00,    9.58,   11.65,    2.07,    5.10,    5.17,    2.01,    3.17,    3.89
48.85661,2.34211,1982,02,10,    0.04,   10.55,   12.49,    1.94,    5.59,    5.38,    3.26,    2.11,    4.26
48.85661,2.34211,1982,02,11,    0.16,    6.59,   11.16,    4.57,    7.01,    6.57,    3.24,    3.33,    4.83
48.85661,2.34211,1982,02,12,    0.12,    6.13,   11.86,    5.73,    7.55,    7.14,    2.16,    4.98,    4.87
48.85661,2.34211,1982,02,13,    8.28,    4.23,    8.59,    4.35,    6.09,    6.76,    2.54,    4.22,    5.23
48.85661,2.34211,1982,02,14,    0.33,    6.43,    7.04,    0.61,    4.11,    3.07,    1.51,    1.56,    2.07
48.85661,2.34211,1982,02,15,    2.19,    6.70,    6.22,   -0.47,    2.21,    7.31,    3.23,    4.07,    5.47
48.85661,2.34211,1982,02,16,    0.47,    4.18,    4.88,    0.70,    2.48,    5.86,    4.08,    1.77,    5.08
48.85661,2.34211,1982,02,17,    3.00,    5.04,    4.41,   -0.63,    1.86,    5.36,    3.20,    2.16,    4.56
48.85661,2.34211,1982,02,18,    2.28,    6.00,    8.71,    2.70,    5.11,    2.78,    0.66,    2.11,    1.82
48.85661,2.34211,1982,02,19,    1.04,    6.24,    5.73,   -0.51,    3.34,    3.67,    1.70,    1.97,    2.53
48.85661,2.34211,1982,02,20,    0.49,    5.74,    2.97,   -2.77,   -0.49,    3.35,    2.36,    0.99,    2.86
48.85661,2.34211,1982,02,21,    0.05,    8.51,    5.34,   -3.17,   -0.32,    4.72,    2.92,    1.80,    3.80
48.85661,2.34211,1982,02,22,    0.04,    9.81,    6.50,   -3.31,    0.51,    4.33,    2.63,    1.69,    3.61
48.85661,2.34211,1982,02,23,    0.03,    9.62,    6.04,   -3.59,    0.01,    4.77,    2.78,    1.99,    3.81
48.85661,2.34211,1982,02,24,    0.12,    7.86,    4.99,   -2.87,    0.48,    3.14,    1.18,    1.96,    2.28
48.85661,2.34211,1982,02,25,    0.13,    8.71,    4.31,   -4.40,   -0.78,    3.98,    1.95,    2.03,    3.06
48.85661,2.34211,1982,02,26,    0.50,    9.96,    4.88,   -5.08,   -0.69,    5.77,    2.35,    3.42,    4.00
48.85661,2.34211,1982,02,27,    0.68,    9.32,    9.72,    0.40,    4.01,    4.74,    2.58,    2.16,    3.85
48.85661,2.34211,1982,02,28,    0.59,    6.44,   11.15,    4.71,    8.16,    6.87,    2.54,    4.34,    4.82
48.85661,2.34211,1982,03,01,    5.37,    8.87,   13.91,    5.03,    9.48,   14.05,    6.08,    7.97,   10.10
48.85661,2.34211,1982,03,02,    2.59,    6.92,   10.41,    3.49,    6.67,    9.10,    4.11,    4.99,    7.10
48.85661,2.34211,1982,03,03,    8.71,    5.41,   11.82,    6.40,    8.88,   14.49,    7.32,    7.18,   11.06
48.85661,2.34211,1982,03,04,    1.52,    5.87,    8.77,    2.90,    5.98,    7.49,    3.65,    3.85,    6.11
48.85661,2.34211,1982,03,05,    0.06,   10.58,    9.17,   -1.41,    3.44,    4.87,    2.54,    2.33,    3.71
48.85661,2.34211,1982,03,06,    0.11,   10.52,    8.66,   -1.86,    2.21,    3.73,    2.03,    1.70,    2.83
48.85661,2.34211,1982,03,07,    0.01,   10.02,    5.96,   -4.06,    0.85,    4.75,    1.81,    2.95,    3.13
48.85661,2.34211,1982,03,08,    0.05,    8.75,    6.57,   -2.18,    1.48,    3.04,    1.08,    1.96,    2.01
48.85661,2.34211,1982,03,09,    2.19,   11.47,    9.02,   -2.45,    2.84,    5.11,    2.21,    2.90,    3.84
48.85661,2.34211,1982,03,10,   12.60,    7.85,   10.67,    2.82,    6.38,   13.72,    5.60,    8.13,    9.82
48.85661,2.34211,1982,03,11,    0.95,    7.01,    8.91,    1.90,    5.03,   11.32,    3.89,    7.43,    8.14
48.85661,2.34211,1982,03,12,    3.15,    6.87,    8.81,    1.94,    4.57,   12.99,    4.61,    8.39,    7.93
48.85661,2.34211,1982,03,13,    1.31,    6.55,    8.03,    1.48,    4.05,   10.95,    3.07,    7.89,    7.17
48.85661,2.34211,1982,03,14,    0.79,    8.92,   10.35,    1.43,    5.55,    6.34,    3.03,    3.31,    4.79
48.85661,2.34211,1982,03,15,    3.49,    9.93,   12.59,    2.65,    7.76,   12.01,    5.33,    6.68,    8.47
48.85661,2.34211,1982,03,16,    6.12,    5.32,    9.24,    3.92,    6.08,   10.44,    4.95,    5.49,    7.09
48.85661,2.34211,1982,03,17,    1.75,    5.52,    9.04,    3.52,    5.77,    7.90,    3.71,    4.19,    5.50
48.85661,2.34211,1982,03,18,    0.76,    6.96,    8.27,    1.31,    4.27,    6.19,    3.12,    3.06,    4.37
48.85661,2.34211,1982,03,19,    3.17,    6.90,    8.19,    1.29,    4.96,    7.66,    3.05,    4.61,    5.01
48.85661,2.34211,1982,03,20,    2.15,    7.55,    9.75,    2.20,    5.78,    9.91,    3.91,    6.01,    7.34
48.85661,2.34211,1982,03,21,    0.09,    7.91,    8.86,    0.96,    4.37,    4.02,    0.08,    3.94,    1.84
48.85661,2.34211,1982,03,22,    0.71,   10.18,   10.13,   -0.05,    5.14,    4.21,    1.40,    2.81,    2.73
48.85661,2.34211,1982,03,23,    0.17,    7.07,   10.45,    3.38,    5.96,    7.01,    3.40,    3.61,    5.35
48.85661,2.34211,1982,03,24,    0.07,   10.41,   11.90,    1.49,    5.44,    7.55,    3.50,    4.05,    5.79
48.85661,2.34211,1982,03,25,    0.10,   12.97,   13.93,    0.96,    6.26,    5.68,    2.86,    2.81,    3.99
48.85661,2.34211,1982,03,26,    0.02,   14.01,   16.30,    2.29,    7.86,    3.81,    1.67,    2.14,    2.70
48.85661,2.34211,1982,03,27,    0.00,   12.71,   17.15,    4.44,   10.31,    2.61,    0.80,    1.82,    1.68
48.85661,2.34211,1982,03,28,    0.01,   10.76,   15.02,    4.25,    9.16,    2.86,    1.09,    1.77,    1.69
48.85661,2.34211,1982,03,29,    4.99,    8.39,   10.88,    2.49,    5.79,    6.31,    2.57,    3.74,    4.59
48.85661,2.34211,1982,03,30,    2.17,    6.13,    8.46,    2.34,    4.78,   11.99,    4.76,    7.23,    8.59
48.85661,2.34211,1982,03,31,    2.77,    5.46,    7.92,    2.46,    4.59,    9.37,    3.18,    6.18,    6.84
48.85661,2.34211,1982,04,01,    4.02,   13.22,   14.03,    0.81,    7.76,    6.27,    1.77,    4.49,    4.18
48.85661,2.34211,1982,04,02,    0.79,    8.27,   12.79,    4.52,    8.52,    5.74,    1.52,    4.22,    3.88
48.85661,2.34211,1982,04,03,    0.03,   10.74,   14.78,    4.04,    9.10,    3.90,    2.08,    1.82,    2.84
48.85661,2.34211,1982,04,04,    0.00,   13.89,   17.48,    3.59,   10.22,    5.30,    2.58,    2.72,    3.85
48.85661,2.34211,1982,04,05,    0.13,   11.17,   17.38,    6.22,   11.60,    4.74,    2.41,    2.33,    3.17
48.85661,2.34211,1982,04,06,    4.54,    5.66,   14.45,    8.79,   11.02,    9.38,    3.26,    6.13,    6.80
48.85661,2.34211,1982,04,07,    2.42,    6.23,   14.95,    8.72,   11.40,   10.29,    6.32,    3.97,    8.50
48.85661,2.34211,1982,04,08,    4.25,   11.63,   13.13,    1.50,    8.85,    9.67,    2.20,    7.47,    7.43
48.85661,2.34211,1982,04,09,    0.02,    9.46,   10.10,    0.64,    4.99,    4.07,    0.15,    3.91,    2.32
48.85661,2.34211,1982,04,10,    0.28,   11.12,   11.77,    0.65,    5.69,    6.70,    2.69,    4.01,    4.60
48.85661,2.34211,1982,04,11,    0.08,   10.86,   12.18,    1.32,    5.97,    6.45,    2.32,    4.13,    4.07
48.85661,2.34211,1982,04,12,    0.05,   10.15,    9.28,   -0.87,    4.19,    4.98,    2.12,    2.86,    3.49
48.85661,2.34211,1982,04,13,    0.08,    9.47,    7.62,   -1.85,    2.97,    7.26,    3.26,    4.00,    5.27
48.85661,2.34211,1982,04,14,    0.00,   11.89,   10.58,   -1.31,    4.35,    7.92,    5.02,    2.90,    6.15
48.85661,2.34211,1982,04,15,    0.00,   14.13,   13.26,   -0.87,    6.54,    8.12,    4.51,    3.61,    6.13
48.85661,2.34211,1982,04,16,    0.00,   12.12,   15.02,    2.90,    8.97,    8.63,    4.47,    4.16,    6.27
48.85661,2.34211,1982,04,17,    0.02,   11.18,   14.54,    3.36,    8.82,    8.15,    4.68,    3.47,    6.58
48.85661,2.34211,1982,04,18,    0.02,    9.21,   11.30,    2.09,    6.33,    7.12,    4.45,    2.66,    5.91
48.85661,2.34211,1982,04,19,    0.00,   13.05,   15.24,    2.19,    8.54,    6.80,    3.50,    3.30,    5.10
48.85661,2.34211,1982,04,20,    0.02,   11.68,   15.80,    4.12,    9.39,    4.56,    2.99,    1.56,    3.76
48.85661,2.34211,1982,04,21,    0.02,   11.77,   14.96,    3.20,    9.32,    5.47,    2.36,    3.11,    3.82
48.85661,2.34211,1982,04,22,    0.00,   12.36,   16.09,    3.73,    9.91,    4.40,    2.35,    2.06,    3.24
48.85661,2.34211,1982,04,23,    0.16,   12.85,   16.32,    3.47,    9.29,    7.39,    2.78,    4.61,    4.81
48.85661,2.34211,1982,04,24,    0.01,    9.44,   12.17,    2.73,    7.17,    9.81,    3.22,    6.58,    6.96
48.85661,2.34211,1982,04,25,    0.02,   11.34,   13.47,    2.13,    7.64,    7.80,    4.52,    3.28,    6.22
48.85661,2.34211,1982,04,26,    0.13,    9.88,   14.18,    4.30,    8.68,    8.58,    5.16,    3.42,    6.89
48.85661,2.34211,1982,04,27,    0.12,    8.45,   13.38,    4.93,    8.42,    7.94,    4.51,    3.43,    6.56
48.85661,2.34211,1982,04,28,    0.01,   12.83,   16.23,    3.40,    9.78,    5.96,    1.93,    4.03,    4.24
48.85661,2.34211,1982,04,29,    0.85,   10.13,   14.64,    4.50,    9.70,    8.82,    1.61,    7.21,    5.11
48.85661,2.34211,1982,04,30,    0.41,   10.78,   11.98,    1.20,    7.48,    5.30,    1.96,    3.34,    3.30
48.85661,2.34211,1982,05,01,    0.83,    9.79,   13.99,    4.19,    9.00,    8.17,    2.42,    5.75,    5.36
48.85661,2.34211,1982,05,02,    0.03,   13.17,   14.35,    1.17,    8.56,    5.92,    1.32,    4.59,    3.45
48.85661,2.34211,1982,05,03,    3.77,    8.60,   14.49,    5.89,    9.89,   10.23,    5.16,    5.07,    7.66
48.85661,2.34211,1982,05,04,    4.29,    8.03,   13.35,    5.32,    8.75,    5.80,    1.07,    4.73,    3.99
48.85661,2.34211,1982,05,05,    3.58,    7.95,   11.09,    3.13,    7.12,    5.77,    1.36,    4.41,    3.82
48.85661,2.34211,1982,05,06,    1.49,    7.06,    9.95,    2.89,    6.23,    5.20,    2.07,    3.13,    3.85
48.85661,2.34211,1982,05,07,    0.72,    9.34,   12.20,    2.87,    7.23,    5.47,    1.67,    3.80,    4.17
48.85661,2.34211,1982,05,08,   16.96,    4.53,    8.74,    4.21,    6.33,    4.41,    0.66,    3.75,    2.63
48.85661,2.34211,1982,05,09,    8.99,    4.55,    8.82,    4.27,    6.16,    4.47,    1.76,    2.71,    3.06
48.85661,2.34211,1982,05,10,    2.64,    8.51,   13.28,    4.77,    8.73,    2.87,    1.43,    1.44,    2.00
48.85661,2.34211,1982,05,11,    0.00,   15.46,   17.71,    2.25,   10.72,    5.52,    2.62,    2.90,    4.09
48.85661,2.34211,1982,05,12,    0.00,   13.41,   21.32,    7.92,   14.06,    6.33,    3.27,    3.06,    4.67
48.85661,2.34211,1982,05,13,    0.01,   13.87,   21.00,    7.14,   14.25,    5.63,    2.85,    2.78,    4.21
48.85661,2.34211,1982,05,14,    0.02,   15.94,   23.37,    7.44,   15.74,    4.37,    2.40,    1.98,    3.46
48.85661,2.34211,1982,05,15,    0.80,   12.97,   24.31,   11.34,   17.80,    3.99,    1.54,    2.45,    2.66
48.85661,2.34211,1982,05,16,    5.59,    8.85,   21.11,   12.26,   16.68,    2.99,    0.38,    2.61,    1.60
48.85661,2.34211,1982,05,17,    9.32,   10.16,   20.76,   10.60,   15.99,    3.72,    1.42,    2.30,    2.65
48.85661,2.34211,1982,05,18,    9.13,    5.98,   17.46,   11.47,   14.14,    3.39,    0.14,    3.25,    1.94
48.85661,2.34211,1982,05,19,    0.93,   11.32,   20.65,    9.33,   15.71,    3.80,    1.12,    2.68,    2.53
48.85661,2.34211,1982,05,20,    2.38,    7.64,   18.79,   11.15,   14.89,    5.41,    2.24,    3.17,    3.63
48.85661,2.34211,1982,05,21,    1.29,    7.94,   18.30,   10.36,   14.39,    4.70,    1.81,    2.89,    3.04
48.85661,2.34211,1982,05,22,    7.38,    8.56,   19.68,   11.12,   14.56,    7.85,    2.53,    5.32,    5.28
48.85661,2.34211,1982,05,23,    9.24,    7.18,   16.12,    8.94,   12.59,    7.40,    3.04,    4.36,    5.49
48.85661,2.34211,1982,05,24,    0.63,    9.45,   17.93,    8.48,   13.04,    6.25,    1.95,    4.30,    4.68
48.85661,2.34211,1982,05,25,    0.01,   13.15,   21.05,    7.89,   15.04,    4.30,    2.15,    2.15,    3.16
48.85661,2.34211,1982,05,26,    0.10,   15.10,   24.88,    9.78,   17.87,    4.00,    2.22,    1.78,    3.00
48.85661,2.34211,1982,05,27,    2.64,    9.98,   20.78,   10.79,   16.69,    6.76,    2.42,    4.34,    4.56
48.85661,2.34211,1982,05,28,    0.29,   10.01,   19.34,    9.34,   14.21,    3.98,    0.61,    3.37,    2.56
48.85661,2.34211,1982,05,29,    0.01,   12.16,   20.24,    8.08,   14.68,    7.72,    3.36,    4.35,    5.76
48.85661,2.34211,1982,05,30,    0.18,   12.55,   22.39,    9.84,   16.76,    6.89,    2.43,    4.46,    4.81
48.85661,2.34211,1982,05,31,    3.82,    8.07,   22.41,   14.34,   18.59,    3.67,    1.04,    2.63,    2.50
48.85661,2.34211,1982,06,01,    4.07,    9.14,   23.97,   14.84,   19.37,    2.58,    0.17,    2.40,    1.36
48.85661,2.34211,1982,06,02,    2.71,   10.20,   24.49,   14.29,   19.75,    2.87,    1.68,    1.19,    2.15
48.85661,2.34211,1982,06,03,    3.94,    8.52,   22.65,   14.13,   19.01,    3.17,    1.91,    1.26,    2.53
48.85661,2.34211,1982,06,04,    0.88,    9.51,   25.07,   15.56,   20.40,    3.11,    2.14,    0.97,    2.60
48.85661,2.34211,1982,06,05,    0.94,    8.12,   24.48,   16.36,   20.76,    2.18,    1.31,    0.87,    1.70
48.85661,2.34211,1982,06,06,    1.68,    9.06,   24.54,   15.48,   20.43,    2.57,    1.69,    0.88,    2.19
48.85661,2.34211,1982,06,07,    5.08,    9.03,   24.34,   15.31,   19.91,    3.09,    2.03,    1.05,    2.35
48.85661,2.34211,1982,06,08,    2.40,    9.55,   24.74,   15.18,   20.19,    3.52,    2.43,    1.09,    2.93
48.85661,2.34211,1982,06,09,    0.35,    9.36,   24.51,   15.15,   19.73,    5.27,    3.38,    1.89,    4.35
48.85661,2.34211,1982,06,10,    8.11,   12.64,   25.76,   13.12,   19.70,    4.57,    2.25,    2.32,    3.54
48.85661,2.34211,1982,06,11,    0.84,    8.95,   20.21,   11.26,   16.26,    5.44,    2.58,    2.86,    4.25
48.85661,2.34211,1982,06,12,    4.29,    6.71,   16.29,    9.58,   12.70,    8.41,    3.21,    5.21,    5.71
48.85661,2.34211,1982,06,13,    3.00,    8.94,   17.63,    8.69,   13.10,    7.73,    2.40,    5.32,    4.35
48.85661,2.34211,1982,06,14,    3.02,    7.87,   16.92,    9.05,   13.47,    3.62,    0.96,    2.66,    2.55
48.85661,2.34211,1982,06,15,    0.59,   10.53,   19.71,    9.17,   15.27,    4.19,    1.10,    3.09,    2.29
48.85661,2.34211,1982,06,16,    2.44,    8.49,   20.73,   12.25,   16.41,    5.86,    2.26,    3.59,    4.41
48.85661,2.34211,1982,06,17,    0.01,   12.32,   22.66,   10.35,   17.46,    5.72,    2.13,    3.60,    4.16
48.85661,2.34211,1982,06,18,    8.67,    7.31,   19.26,   11.94,   16.41,    9.46,    4.31,    5.16,    7.27
48.85661,2.34211,1982,06,19,    0.37,    7.98,   18.24,   10.26,   14.56,    7.29,    1.37,    5.92,    4.74
48.85661,2.34211,1982,06,20,    0.03,   12.16,   21.53,    9.37,   16.47,    2.65,    0.99,    1.66,    1.71
48.85661,2.34211,1982,06,21,    3.91,    9.57,   22.82,   13.26,   17.85,    4.87,    1.16,    3.71,    2.97
48.85661,2.34211,1982,06,22,   11.05,    9.17,   22.01,   12.84,   17.46,    8.75,    1.99,    6.75,    5.08
48.85661,2.34211,1982,06,23,    4.79,    7.24,   19.04,   11.80,   15.44,    9.53,    4.29,    5.24,    7.19
48.85661,2.34211,1982,06,24,    0.33,    8.55,   20.89,   12.34,   16.52,    6.54,    1.11,    5.43,    3.99
48.85661,2.34211,1982,06,25,    1.78,   10.38,   23.27,   12.90,   18.00,    6.62,    3.63,    2.99,    4.98
48.85661,2.34211,1982,06,26,    3.15,    9.67,   19.86,   10.19,   15.54,    8.26,    3.14,    5.13,    5.75
48.85661,2.34211,1982,06,27,    2.86,    7.61,   18.84,   11.23,   15.40,    7.58,    3.43,    4.15,    5.69
48.85661,2.34211,1982,06,28,    2.75,    8.00,   20.14,   12.14,   16.04,    8.14,    3.31,    4.83,    5.85
48.85661,2.34211,1982,06,29,    2.20,    9.50,   19.03,    9.53,   14.34,    7.38,    2.71,    4.66,    5.09
48.85661,2.34211,1982,06,30,    0.02,   10.95,   20.18,    9.24,   15.33,    3.76,    1.44,    2.32,    2.76
48.85661,2.34211,1982,07,01,    0.01,   13.81,   24.36,   10.55,   18.41,    3.40,    1.85,    1.54,    2.76
48.85661,2.34211,1982,07,02,    0.96,   12.94,   27.83,   14.89,   21.52,    6.25,    2.94,    3.31,    4.20
48.85661,2.34211,1982,07,03,    6.47,    9.10,   21.01,   11.91,   17.54,    4.68,    1.69,    2.99,    3.60
48.85661,2.34211,1982,07,04,    0.01,    9.12,   18.28,    9.16,   14.46,    4.74,    1.76,    2.98,    3.25
48.85661,2.34211,1982,07,05,    0.00,   12.13,   23.03,   10.90,   17.76,    2.08,    0.41,    1.67,    1.47
48.85661,2.34211,1982,07,06,    0.01,   10.16,   22.95,   12.79,   17.85,    3.49,    0.92,    2.57,    2.30
48.85661,2.34211,1982,07,07,    0.01,   10.87,   24.39,   13.52,   19.02,    2.55,    0.73,    1.81,    1.45
48.85661,2.34211,1982,07,08,    0.00,   14.49,   27.09,   12.61,   20.44,    4.06,    2.06,    2.00,    3.16
48.85661,2.34211,1982,07,09,    0.48,   12.62,   28.67,   16.05,   21.59,    6.92,    2.73,    4.19,    4.57
48.85661,2.34211,1982,07,10,    0.02,   11.22,   25.45,   14.23,   20.45,    3.54,    0.30,    3.24,    1.75
48.85661,2.34211,1982,07,11,    0.03,   13.48,   28.20,   14.72,   22.37,    4.31,    2.54,    1.77,    3.27
48.85661,2.34211,1982,07,12,    0.17,    9.48,   28.73,   19.25,   23.81,    5.13,    2.25,    2.88,    3.63
48.85661,2.34211,1982,07,13,    0.92,   10.39,   28.41,   18.02,   23.44,    3.65,    2.24,    1.41,    2.92
48.85661,2.34211,1982,07,14,    7.10,    8.97,   25.28,   16.31,   21.45,    4.58,    1.15,    3.44,    3.05
48.85661,2.34211,1982,07,15,    4.17,    7.89,   22.08,   14.19,   18.21,   10.80,    2.68,    8.12,    6.16
48.85661,2.34211,1982,07,16,    0.22,    9.41,   22.06,   12.65,   17.47,    3.71,    2.02,    1.69,    2.91
48.85661,2.34211,1982,07,17,    0.00,   11.74,   22.56,   10.82,   17.27,    3.85,    2.63,    1.23,    3.23
48.85661,2.34211,1982,07,18,    0.01,   12.22,   23.14,   10.92,   17.75,    6.41,    3.30,    3.11,    5.14
48.85661,2.34211,1982,07,19,    0.00,   11.29,   24.38,   13.09,   18.70,    6.96,    5.03,    1.93,    5.84
48.85661,2.34211,1982,07,20,    0.67,   10.77,   24.84,   14.07,   19.99,    4.90,    2.94,    1.96,    4.09
48.85661,2.34211,1982,07,21,   11.66,    7.27,   24.08,   16.82,   20.40,    3.98,    2.64,    1.34,    3.16
48.85661,2.34211,1982,07,22,    7.05,    5.22,   19.81,   14.59,   17.60,    4.32,    2.97,    1.34,    3.65
48.85661,2.34211,1982,07,23,    0.55,    7.10,   20.10,   13.00,   16.90,    3.80,    2.16,    1.64,    3.06
48.85661,2.34211,1982,07,24,    0.09,    8.39,   21.16,   12.77,   16.62,    4.61,    3.22,    1.39,    3.78
48.85661,2.34211,1982,07,25,    0.20,    9.62,   20.95,   11.33,   16.04,    4.64,    2.69,    1.95,    3.52
48.85661,2.34211,1982,07,26,    2.34,    8.96,   19.87,   10.91,   16.12,    4.13,    2.19,    1.94,    2.97
48.85661,2.34211,1982,07,27,    0.05,    8.87,   19.30,   10.44,   14.75,    5.41,    4.21,    1.20,    4.67
48.85661,2.34211,1982,07,28,    0.16,   10.87,   21.03,   10.16,   16.22,    5.55,    3.43,    2.12,    4.58
48.85661,2.34211,1982,07,29,    0.03,    9.98,   21.27,   11.30,   17.14,    4.97,    1.93,    3.04,    3.67
48.85661,2.34211,1982,07,30,   13.21,    8.58,   24.28,   15.69,   18.57,    5.24,    2.03,    3.21,    3.59
48.85661,2.34211,1982,07,31,    1.81,    9.25,   23.31,   14.05,   18.82,    4.15,    1.85,    2.30,    2.96
48.85661,2.34211,1982,08,01,    0.39,    9.46,   24.30,   14.84,   19.97,    3.25,    0.55,    2.71,    2.16
48.85661,2.34211,1982,08,02,    5.85,    8.82,   24.18,   15.35,   19.76,    4.18,    1.70,    2.48,    2.76
48.85661,2.34211,1982,08,03,    2.01,    7.88,   23.62,   15.74,   20.32,    2.11,    0.31,    1.79,    1.02
48.85661,2.34211,1982,08,04,    1.76,    8.62,   24.09,   15.48,   19.62,    5.07,    1.85,    3.22,    3.03
48.85661,2.34211,1982,08,05,    3.30,    8.05,   22.77,   14.73,   18.47,    5.65,    2.05,    3.59,    3.58
48.85661,2.34211,1982,08,06,    7.00,    8.55,   22.24,   13.69,   18.22,    2.33,    0.67,    1.67,    1.43
48.85661,2.34211,1982,08,07,    0.33,   10.31,   22.96,   12.65,   18.47,    4.17,    1.82,    2.34,    3.11
48.85661,2.34211,1982,08,08,    0.11,   10.52,   23.06,   12.54,   17.86,    4.12,    1.53,    2.60,    2.99
48.85661,2.34211,1982,08,09,    0.48,   10.33,   23.89,   13.57,   18.48,    5.52,    1.53,    3.99,    3.55
48.85661,2.34211,1982,08,10,    0.09,   10.64,   22.84,   12.20,   18.04,    3.33,    1.21,    2.12,    2.35
48.85661,2.34211,1982,08,11,    0.01,   11.10,   25.14,   14.03,   19.80,    3.25,    0.51,    2.75,    1.85
